% This is an US standard atmosphere 1976 table with altitude, density, pressure and temperature.	1.7	8
% The altitude goes from -5 to 100 km with steps of 100 m and then with steps of 1000m.	1.7	8
37100	0.0061421	427.25	242.33	1.7	8
37200	0.0060502	421.34	242.6	1.7	8
37300	0.0059599	415.52	242.88	1.7	8
37400	0.0058709	409.79	243.16	1.7	8
37500	0.0057835	404.14	243.43	1.7	8
37600	0.0056974	398.58	243.71	1.7	8
37700	0.0056126	393.1	243.99	1.7	8
37800	0.0055293	387.7	244.26	1.7	8
37900	0.0054473	382.38	244.54	1.7	8
38000	0.0053666	377.14	244.82	1.7	8
38100	0.0052871	371.98	245.09	1.7	8
38200	0.005209	366.89	245.37	1.7	8
38300	0.0051321	361.88	245.65	1.7	8
38400	0.0050564	356.95	245.92	1.7	8
38500	0.0049819	352.08	246.2	1.7	8
38600	0.0049086	347.29	246.48	1.7	8
38700	0.0048364	342.57	246.75	1.7	8
38800	0.0047654	337.92	247.03	1.7	8
38900	0.0046955	333.34	247.31	1.7	8
39000	0.0046267	328.82	247.58	1.7	8
39100	0.004559	324.37	247.86	1.7	8
39200	0.0044924	319.99	248.14	1.7	8
39300	0.0044268	315.67	248.41	1.7	8
39400	0.0043623	311.41	248.69	1.7	8
39500	0.0042987	307.22	248.97	1.7	8
39600	0.0042362	303.08	249.24	1.7	8
39700	0.0041746	299.01	249.52	1.7	8
39800	0.004114	295	249.8	1.7	8
39900	0.0040544	291.04	250.07	1.7	8
40000	0.0039957	287.14	250.35	1.7	8
40100	0.0039379	283.3	250.63	1.7	8
40200	0.003881	279.52	250.9	1.7	8
40300	0.003825	275.79	251.18	1.7	8
40400	0.0037698	272.11	251.46	1.7	8
40500	0.0037155	268.48	251.73	1.7	8
40600	0.0036621	264.91	252.01	1.7	8
40700	0.0036094	261.39	252.28	1.7	8
40800	0.0035576	257.92	252.56	1.7	8
40900	0.0035066	254.5	252.84	1.7	8
41000	0.0034564	251.13	253.11	1.7	8
41100	0.003407	247.81	253.39	1.7	8
41200	0.0033583	244.54	253.67	1.7	8
41300	0.0033103	241.31	253.94	1.7	8
41400	0.0032631	238.13	254.22	1.7	8
41500	0.0032167	234.99	254.5	1.7	8
41600	0.0031709	231.9	254.77	1.7	8
41700	0.0031259	228.85	255.05	1.7	8
41800	0.0030815	225.85	255.33	1.7	8
41900	0.0030378	222.89	255.6	1.7	8
42000	0.0029948	219.97	255.88	1.7	8
42100	0.0029524	217.09	256.15	1.7	8
42200	0.0029107	214.25	256.43	1.7	8
42300	0.0028696	211.46	256.71	1.7	8
42400	0.0028291	208.7	256.98	1.7	8
42500	0.0027893	205.98	257.26	1.7	8
42600	0.00275	203.3	257.54	1.7	8
42700	0.0027114	200.66	257.81	1.7	8
42800	0.0026733	198.05	258.09	1.7	8
